Stage1_Customer_ID,Stage1_Customer_Segment,Stage1_Region,Stage1_Avg_Order_Value,Stage2_Total_Orders,Stage2_Last_Purchase_Days_Ago,Stage2_Preferred_Category,Stage2_Past_Spend_Total,Stage3_Product_ID,Stage3_Product_Name,Stage3_Product_Category,Stage3_Category_Affinity_Score,Stage4_Discount_Sensitivity,Stage4_Estimated_Redemption_Rate,Stage4_Proposed_Discount_Pct,Stage5_Regional_Demand_Index,Stage5_Projected_Promo_Demand_Units,Stage6_Store_Stock_Qty,Stage6_Days_Of_Supply,Stage6_Stockout_Risk_Flag,Stage7_Base_Price,Stage7_Post_Discount_Price,Stage7_Margin_Pct_After_Discount,Stage7_Projected_Margin_Dollars,Stage7_Margin_Risk_Flag,Stage8_Promotion_Fit_Score,Stage8_Risk_Level,Stage8_Risk_Badge,Stage8_AI_Why_Rationale
CUST_PL_1047,"High-Value VIP Loyalists","East Region",242,35,42,"Beauty & Care",8470,"prod_camping_tent","All-Weather 4-Person Camping Tent","Outdoor Gear",92%,25%,30%,15%,1.45,135,450,42,FALSE,320,272,41.2%,15120,FALSE,78,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 95% category affinity for Outdoor Gear, aligned with a 1.45x regional demand index projecting +₹36,720 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 135-unit demand surge, while maintaining a robust 41.2% post-discount margin (₹15,120 preserved)."
CUST_PL_1048,"Tech & Trendsetters","West Region",198,37,21,"Electronics",7326,"prod_hydration_flask","Insulated Stainless Steel Hydration Flask","Outdoor Gear",35%,38%,28.6%,30%,1.45,222,35,6,TRUE,42,29.4,45.7%,2984,FALSE,50,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Insulated Stainless Steel Hydration Flask in West Region: High campaign demand from Tech & Trendsetters (222 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1049,"Seasonal Home Organizers","Central Region",114,38,18,"Beauty & Care",4332,"prod_smartwatch_pro","Pro Performance Smartwatch","Electronics",35%,65%,26.7%,15%,1.45,320,450,42,FALSE,240,204,43.5%,28416,FALSE,60,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Seasonal Home Organizers in Central Region: Segment exhibits a strong 25% category affinity for Electronics, aligned with a 1.45x regional demand index projecting +₹65,280 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 320-unit demand surge, while maintaining a robust 43.5% post-discount margin (₹28,416 preserved)."
CUST_PL_1050,"Urban Fitness Enthusiasts","North Region",140,40,28,"Electronics",5600,"prod_earbuds_wireless","Noise-Cancelling Wireless Earbuds","Electronics",92%,45%,35.8%,20%,1.45,403,450,42,FALSE,180,144,-2.5%,-1451,TRUE,68,"MARGIN_RISK","🟡 Tight Stock","🟠 Margin Floor Violation for Noise-Cancelling Wireless Earbuds: Proposed discount depth reduces post-promo margin to -2.5%, dropping below our mandatory 15% margin floor. Recommend capping discount at 15%."
CUST_PL_1051,"Bargain Hunters","South Region",74,41,6,"Apparel",3034,"prod_coffee_roast","Organic Dark Roast Gourmet Coffee","Home Goods",92%,92%,46.6%,25%,1.45,559,35,6,TRUE,150,112.5,11.1%,6960,TRUE,64,"MARGIN_RISK","🔴 Stockout Risk","🟠 Margin Floor Violation for Organic Dark Roast Gourmet Coffee: Proposed discount depth reduces post-promo margin to 11.1%, dropping below our mandatory 15% margin floor. Recommend capping discount at 15%."
CUST_PL_1052,"High-Value VIP Loyalists","East Region",247,43,42,"Apparel",10621,"prod_running_shoes_apex","Apex Trail Running Shoes","Footwear",35%,25%,26.3%,30%,1.45,118,450,42,FALSE,150,105,25.7%,3186,FALSE,61,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 25% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹12,390 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 118-unit demand surge, while maintaining a robust 25.7% post-discount margin (₹3,186 preserved)."
CUST_PL_1053,"Tech & Trendsetters","West Region",203,44,21,"Home Goods",8932,"prod_hiking_boots","All-Terrain Waterproof Hiking Boots","Footwear",35%,38%,21.8%,15%,1.45,169,450,42,FALSE,185,157.25,43.5%,11568,FALSE,62,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Tech & Trendsetters in West Region: Segment exhibits a strong 25% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹26,575 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 169-unit demand surge, while maintaining a robust 43.5% post-discount margin (₹11,568 preserved)."
CUST_PL_1054,"Seasonal Home Organizers","Central Region",119,6,18,"Home Goods",714,"prod_casual_sneakers","Classic Organic Canvas Sneakers","Footwear",35%,65%,31.2%,25%,1.45,374,35,6,TRUE,85,63.75,26.7%,6358,FALSE,47,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Classic Organic Canvas Sneakers in Central Region: High campaign demand from Seasonal Home Organizers (374 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1055,"Urban Fitness Enthusiasts","North Region",145,7,28,"Outdoor Gear",1015,"prod_winter_parka","UltraWarm Waterproof Winter Parka","Apparel",92%,45%,33.6%,15%,1.45,378,450,42,FALSE,280,238,47.1%,42336,FALSE,76,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Urban Fitness Enthusiasts in North Region: Segment exhibits a strong 95% category affinity for Apparel, aligned with a 1.45x regional demand index projecting +₹89,964 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 378-unit demand surge, while maintaining a robust 47.1% post-discount margin (₹42,336 preserved)."
CUST_PL_1056,"Bargain Hunters","South Region",79,9,6,"Beauty & Care",711,"prod_leather_jacket","Premium Italian Napa Leather Jacket","Apparel",92%,92%,48%,30%,1.45,576,450,42,TRUE,340,238,42.9%,58752,FALSE,78,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Premium Italian Napa Leather Jacket in South Region: High campaign demand from Bargain Hunters (576 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1057,"High-Value VIP Loyalists","East Region",252,10,42,"Outdoor Gear",2520,"prod_yoga_activewear_set","Luxe Breathable Yoga Activewear Set","Apparel",92%,25%,34.5%,25%,1.45,155,35,6,TRUE,95,71.25,44%,4859,FALSE,64,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Luxe Breathable Yoga Activewear Set in East Region: High campaign demand from High-Value VIP Loyalists (155 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1058,"Tech & Trendsetters","West Region",208,12,21,"Electronics",2496,"prod_office_chair","Ergonomic Mesh Executive Chair","Home Goods",92%,38%,34.6%,20%,1.45,268,450,42,FALSE,210,168,27.5%,12382,FALSE,78,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Tech & Trendsetters in West Region: Segment exhibits a strong 95% category affinity for Home Goods, aligned with a 1.45x regional demand index projecting +₹45,024 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 268-unit demand surge, while maintaining a robust 27.5% post-discount margin (₹12,382 preserved)."
CUST_PL_1059,"Seasonal Home Organizers","Central Region",124,13,18,"Outdoor Gear",1612,"prod_espresso_maker","Compact Artisan Espresso Machine","Home Goods",92%,65%,37.2%,15%,1.45,446,450,42,FALSE,260,221,38.8%,38267,FALSE,77,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Seasonal Home Organizers in Central Region: Segment exhibits a strong 95% category affinity for Home Goods, aligned with a 1.45x regional demand index projecting +₹98,566 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 446-unit demand surge, while maintaining a robust 38.8% post-discount margin (₹38,267 preserved)."
CUST_PL_1060,"Urban Fitness Enthusiasts","North Region",135,15,28,"Footwear",2025,"prod_dutch_oven","Enameled Cast Iron Dutch Oven Set","Home Goods",35%,45%,29.8%,30%,1.45,335,35,6,TRUE,140,98,28.6%,9380,FALSE,47,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Enameled Cast Iron Dutch Oven Set in North Region: High campaign demand from Urban Fitness Enthusiasts (335 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1061,"Bargain Hunters","South Region",69,16,6,"Home Goods",1104,"prod_robot_vacuum","Smart Navigation Robot Vacuum Cleaner","Home Goods",92%,92%,42.1%,15%,1.45,505,450,42,TRUE,310,263.5,38.8%,51661,FALSE,73,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Smart Navigation Robot Vacuum Cleaner in South Region: High campaign demand from Bargain Hunters (505 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1062,"High-Value VIP Loyalists","East Region",242,18,42,"Beauty & Care",4356,"prod_skincare_bundle","Hydrating Botanical Skincare Trio Bundle","Beauty & Care",92%,25%,32.2%,20%,1.45,145,450,42,FALSE,78,62.4,47.5%,4298,FALSE,81,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 95% category affinity for Beauty & Care, aligned with a 1.45x regional demand index projecting +₹9,048 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 145-unit demand surge, while maintaining a robust 47.5% post-discount margin (₹4,298 preserved)."
CUST_PL_1063,"Tech & Trendsetters","West Region",198,19,21,"Home Goods",3762,"prod_hair_dryer_styler","Ionic Hair Dryer & Multi-Styler Wand","Beauty & Care",35%,38%,26.3%,25%,1.45,204,35,6,TRUE,160,120,33.3%,8160,FALSE,46,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Ionic Hair Dryer & Multi-Styler Wand in West Region: High campaign demand from Tech & Trendsetters (204 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1064,"Seasonal Home Organizers","Central Region",114,21,18,"Beauty & Care",2394,"prod_camping_tent","All-Weather 4-Person Camping Tent","Outdoor Gear",92%,65%,43.9%,30%,1.45,527,450,42,TRUE,320,224,28.6%,33728,FALSE,72,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for All-Weather 4-Person Camping Tent in Central Region: High campaign demand from Seasonal Home Organizers (527 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1065,"Urban Fitness Enthusiasts","North Region",140,22,28,"Apparel",3080,"prod_hydration_flask","Insulated Stainless Steel Hydration Flask","Outdoor Gear",92%,45%,33.6%,15%,1.45,378,450,42,FALSE,42,35.7,55.3%,7462,FALSE,77,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Urban Fitness Enthusiasts in North Region: Segment exhibits a strong 95% category affinity for Outdoor Gear, aligned with a 1.45x regional demand index projecting +₹13,495 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 378-unit demand surge, while maintaining a robust 55.3% post-discount margin (₹7,462 preserved)."
CUST_PL_1066,"Bargain Hunters","South Region",74,24,6,"Apparel",1776,"prod_smartwatch_pro","Pro Performance Smartwatch","Electronics",35%,92%,36.1%,25%,1.45,433,35,6,TRUE,240,180,36%,28058,FALSE,52,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Pro Performance Smartwatch in South Region: High campaign demand from Bargain Hunters (433 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1067,"High-Value VIP Loyalists","East Region",247,25,42,"Apparel",6175,"prod_earbuds_wireless","Noise-Cancelling Wireless Earbuds","Electronics",35%,25%,19.5%,15%,1.45,88,450,42,FALSE,180,153,3.5%,475,TRUE,53,"MARGIN_RISK","🟠 Margin Risk","🟠 Margin Floor Violation for Noise-Cancelling Wireless Earbuds: Proposed discount depth reduces post-promo margin to 3.5%, dropping below our mandatory 15% margin floor. Recommend capping discount at 15%."
CUST_PL_1068,"Tech & Trendsetters","West Region",203,27,21,"Electronics",5481,"prod_coffee_roast","Organic Dark Roast Gourmet Coffee","Home Goods",92%,38%,39.1%,30%,1.45,303,450,42,FALSE,150,105,4.7%,1500,TRUE,71,"MARGIN_RISK","🟠 Margin Risk","🟠 Margin Floor Violation for Organic Dark Roast Gourmet Coffee: Proposed discount depth reduces post-promo margin to 4.7%, dropping below our mandatory 15% margin floor. Recommend capping discount at 15%."
CUST_PL_1069,"Seasonal Home Organizers","Central Region",119,28,18,"Home Goods",3332,"prod_running_shoes_apex","Apex Trail Running Shoes","Footwear",35%,65%,31.2%,25%,1.45,374,35,6,TRUE,150,112.5,30.7%,12903,FALSE,48,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Apex Trail Running Shoes in Central Region: High campaign demand from Seasonal Home Organizers (374 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1070,"Urban Fitness Enthusiasts","North Region",145,30,28,"Electronics",4350,"prod_hiking_boots","All-Terrain Waterproof Hiking Boots","Footwear",92%,45%,35.8%,20%,1.45,403,450,42,FALSE,185,148,40%,23858,FALSE,76,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Urban Fitness Enthusiasts in North Region: Segment exhibits a strong 95% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹59,644 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 403-unit demand surge, while maintaining a robust 40.0% post-discount margin (₹23,858 preserved)."
CUST_PL_1071,"Bargain Hunters","South Region",79,31,6,"Beauty & Care",2449,"prod_casual_sneakers","Classic Organic Canvas Sneakers","Footwear",35%,92%,31.6%,15%,1.45,379,450,42,FALSE,85,72.25,35.3%,9664,FALSE,61,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Bargain Hunters in South Region: Segment exhibits a strong 25% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹27,383 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 379-unit demand surge, while maintaining a robust 35.3% post-discount margin (₹9,664 preserved)."
CUST_PL_1072,"High-Value VIP Loyalists","East Region",252,33,42,"Outdoor Gear",8316,"prod_winter_parka","UltraWarm Waterproof Winter Parka","Apparel",92%,25%,36.7%,30%,1.45,165,35,6,TRUE,280,196,35.7%,11550,FALSE,64,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for UltraWarm Waterproof Winter Parka in East Region: High campaign demand from High-Value VIP Loyalists (165 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1073,"Tech & Trendsetters","West Region",208,34,21,"Home Goods",7072,"prod_leather_jacket","Premium Italian Napa Leather Jacket","Apparel",35%,38%,21.8%,15%,1.45,169,450,42,FALSE,340,289,52.9%,25857,FALSE,64,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Tech & Trendsetters in West Region: Segment exhibits a strong 25% category affinity for Apparel, aligned with a 1.45x regional demand index projecting +₹48,841 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 169-unit demand surge, while maintaining a robust 52.9% post-discount margin (₹25,857 preserved)."
CUST_PL_1074,"Seasonal Home Organizers","Central Region",124,36,18,"Outdoor Gear",4464,"prod_yoga_activewear_set","Luxe Breathable Yoga Activewear Set","Apparel",35%,65%,29%,20%,1.45,348,450,42,FALSE,95,76,47.5%,12563,FALSE,62,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Seasonal Home Organizers in Central Region: Segment exhibits a strong 25% category affinity for Apparel, aligned with a 1.45x regional demand index projecting +₹26,448 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 348-unit demand surge, while maintaining a robust 47.5% post-discount margin (₹12,563 preserved)."
CUST_PL_1075,"Urban Fitness Enthusiasts","North Region",135,37,28,"Outdoor Gear",4995,"prod_office_chair","Ergonomic Mesh Executive Chair","Home Goods",35%,45%,27.6%,25%,1.45,311,35,6,TRUE,210,157.5,22.7%,11103,FALSE,44,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Ergonomic Mesh Executive Chair in North Region: High campaign demand from Urban Fitness Enthusiasts (311 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1076,"Bargain Hunters","South Region",69,39,6,"Home Goods",2691,"prod_espresso_maker","Compact Artisan Espresso Machine","Home Goods",92%,92%,48%,30%,1.45,576,450,42,TRUE,260,182,25.7%,26957,FALSE,74,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Compact Artisan Espresso Machine in South Region: High campaign demand from Bargain Hunters (576 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1077,"High-Value VIP Loyalists","East Region",242,40,42,"Beauty & Care",9680,"prod_dutch_oven","Enameled Cast Iron Dutch Oven Set","Home Goods",35%,25%,19.5%,15%,1.45,88,450,42,FALSE,140,119,41.2%,4312,FALSE,61,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 25% category affinity for Home Goods, aligned with a 1.45x regional demand index projecting +₹10,472 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 88-unit demand surge, while maintaining a robust 41.2% post-discount margin (₹4,312 preserved)."
CUST_PL_1078,"Tech & Trendsetters","West Region",198,42,21,"Electronics",8316,"prod_robot_vacuum","Smart Navigation Robot Vacuum Cleaner","Home Goods",92%,38%,36.8%,25%,1.45,285,35,6,TRUE,310,232.5,30.7%,20320,FALSE,63,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Smart Navigation Robot Vacuum Cleaner in West Region: High campaign demand from Tech & Trendsetters (285 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1079,"Seasonal Home Organizers","Central Region",114,43,18,"Beauty & Care",4902,"prod_skincare_bundle","Hydrating Botanical Skincare Trio Bundle","Beauty & Care",92%,65%,37.2%,15%,1.45,446,450,42,FALSE,78,66.3,50.6%,14959,FALSE,79,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Seasonal Home Organizers in Central Region: Segment exhibits a strong 95% category affinity for Beauty & Care, aligned with a 1.45x regional demand index projecting +₹29,570 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 446-unit demand surge, while maintaining a robust 50.6% post-discount margin (₹14,959 preserved)."
CUST_PL_1080,"Urban Fitness Enthusiasts","North Region",140,5,28,"Footwear",700,"prod_hair_dryer_styler","Ionic Hair Dryer & Multi-Styler Wand","Beauty & Care",35%,45%,29.8%,30%,1.45,335,450,42,FALSE,160,112,28.6%,10720,FALSE,59,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Urban Fitness Enthusiasts in North Region: Segment exhibits a strong 25% category affinity for Beauty & Care, aligned with a 1.45x regional demand index projecting +₹37,520 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 335-unit demand surge, while maintaining a robust 28.6% post-discount margin (₹10,720 preserved)."
CUST_PL_1081,"Bargain Hunters","South Region",74,6,6,"Apparel",444,"prod_camping_tent","All-Weather 4-Person Camping Tent","Outdoor Gear",35%,92%,36.1%,25%,1.45,433,35,6,TRUE,320,240,33.3%,34640,FALSE,51,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for All-Weather 4-Person Camping Tent in South Region: High campaign demand from Bargain Hunters (433 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1082,"High-Value VIP Loyalists","East Region",247,8,42,"Apparel",1976,"prod_hydration_flask","Insulated Stainless Steel Hydration Flask","Outdoor Gear",92%,25%,32.2%,20%,1.45,145,450,42,FALSE,42,33.6,52.5%,2558,FALSE,81,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 95% category affinity for Outdoor Gear, aligned with a 1.45x regional demand index projecting +₹4,872 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 145-unit demand surge, while maintaining a robust 52.5% post-discount margin (₹2,558 preserved)."
CUST_PL_1083,"Tech & Trendsetters","West Region",203,9,21,"Home Goods",1827,"prod_smartwatch_pro","Pro Performance Smartwatch","Electronics",92%,38%,32.3%,15%,1.45,250,450,42,FALSE,240,204,43.5%,22200,FALSE,80,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Tech & Trendsetters in West Region: Segment exhibits a strong 95% category affinity for Electronics, aligned with a 1.45x regional demand index projecting +₹51,000 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 250-unit demand surge, while maintaining a robust 43.5% post-discount margin (₹22,200 preserved)."
CUST_PL_1084,"Seasonal Home Organizers","Central Region",119,11,18,"Home Goods",1309,"prod_earbuds_wireless","Noise-Cancelling Wireless Earbuds","Electronics",35%,65%,33.4%,30%,1.45,401,35,6,TRUE,180,126,-17.1%,-8662,TRUE,43,"MARGIN_RISK","🔴 Stockout Risk","🟠 Margin Floor Violation for Noise-Cancelling Wireless Earbuds: Proposed discount depth reduces post-promo margin to -17.1%, dropping below our mandatory 15% margin floor. Recommend capping discount at 15%."
CUST_PL_1085,"Urban Fitness Enthusiasts","North Region",145,12,28,"Apparel",1740,"prod_coffee_roast","Organic Dark Roast Gourmet Coffee","Home Goods",35%,45%,23.1%,15%,1.45,260,450,42,FALSE,150,127.5,21.5%,7137,FALSE,59,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Urban Fitness Enthusiasts in North Region: Segment exhibits a strong 25% category affinity for Home Goods, aligned with a 1.45x regional demand index projecting +₹33,150 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 260-unit demand surge, while maintaining a robust 21.5% post-discount margin (₹7,137 preserved)."
CUST_PL_1086,"Bargain Hunters","South Region",79,14,6,"Beauty & Care",1106,"prod_running_shoes_apex","Apex Trail Running Shoes","Footwear",35%,92%,33.8%,20%,1.45,406,450,42,FALSE,150,120,35%,17052,FALSE,62,"TIGHT_STOCK","🟡 Tight Stock","Highly recommended campaign targeting Bargain Hunters in South Region: Segment exhibits a strong 25% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹48,720 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 406-unit demand surge, while maintaining a robust 35.0% post-discount margin (₹17,052 preserved)."
CUST_PL_1087,"High-Value VIP Loyalists","East Region",252,15,42,"Outdoor Gear",3780,"prod_hiking_boots","All-Terrain Waterproof Hiking Boots","Footwear",35%,25%,24%,25%,1.45,108,35,6,TRUE,185,138.75,36%,5395,FALSE,45,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for All-Terrain Waterproof Hiking Boots in East Region: High campaign demand from High-Value VIP Loyalists (108 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1088,"Tech & Trendsetters","West Region",208,17,21,"Electronics",3536,"prod_casual_sneakers","Classic Organic Canvas Sneakers","Footwear",35%,38%,28.6%,30%,1.45,222,450,42,FALSE,85,59.5,21.4%,2830,FALSE,62,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Tech & Trendsetters in West Region: Segment exhibits a strong 25% category affinity for Footwear, aligned with a 1.45x regional demand index projecting +₹13,209 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 222-unit demand surge, while maintaining a robust 21.4% post-discount margin (₹2,830 preserved)."
CUST_PL_1089,"Seasonal Home Organizers","Central Region",124,18,18,"Outdoor Gear",2232,"prod_winter_parka","UltraWarm Waterproof Winter Parka","Apparel",35%,65%,26.7%,15%,1.45,320,450,42,FALSE,280,238,47.1%,35840,FALSE,61,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting Seasonal Home Organizers in Central Region: Segment exhibits a strong 25% category affinity for Apparel, aligned with a 1.45x regional demand index projecting +₹76,160 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 320-unit demand surge, while maintaining a robust 47.1% post-discount margin (₹35,840 preserved)."
CUST_PL_1090,"Urban Fitness Enthusiasts","North Region",135,20,28,"Electronics",2700,"prod_leather_jacket","Premium Italian Napa Leather Jacket","Apparel",92%,45%,38.1%,25%,1.45,429,35,6,TRUE,340,255,46.7%,51051,FALSE,67,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Premium Italian Napa Leather Jacket in North Region: High campaign demand from Urban Fitness Enthusiasts (429 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1091,"Bargain Hunters","South Region",69,21,6,"Home Goods",1449,"prod_yoga_activewear_set","Luxe Breathable Yoga Activewear Set","Apparel",92%,92%,42.1%,15%,1.45,505,450,42,TRUE,95,80.75,50.6%,20629,FALSE,76,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Luxe Breathable Yoga Activewear Set in South Region: High campaign demand from Bargain Hunters (505 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1092,"High-Value VIP Loyalists","East Region",242,23,42,"Beauty & Care",5566,"prod_office_chair","Ergonomic Mesh Executive Chair","Home Goods",35%,25%,26.3%,30%,1.45,118,450,42,FALSE,210,147,17.1%,2974,FALSE,60,"HEALTHY","🟢 Healthy Stock","Highly recommended campaign targeting High-Value VIP Loyalists in East Region: Segment exhibits a strong 25% category affinity for Home Goods, aligned with a 1.45x regional demand index projecting +₹17,346 incremental revenue lift. Store inventory of 450 units (42 days supply) comfortably covers the 118-unit demand surge, while maintaining a robust 17.1% post-discount margin (₹2,974 preserved)."
CUST_PL_1093,"Tech & Trendsetters","West Region",198,24,21,"Home Goods",4752,"prod_espresso_maker","Compact Artisan Espresso Machine","Home Goods",92%,38%,36.8%,25%,1.45,285,35,6,TRUE,260,195,30.7%,17043,FALSE,63,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Compact Artisan Espresso Machine in West Region: High campaign demand from Tech & Trendsetters (285 units) will deplete available store inventory (35 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
CUST_PL_1094,"Seasonal Home Organizers","Central Region",114,26,18,"Beauty & Care",2964,"prod_dutch_oven","Enameled Cast Iron Dutch Oven Set","Home Goods",92%,65%,39.5%,20%,1.45,474,450,42,TRUE,140,112,37.5%,19908,FALSE,72,"STOCKOUT_RISK","🔴 Stockout Risk","🔴 Stockout Warning for Enameled Cast Iron Dutch Oven Set in Central Region: High campaign demand from Seasonal Home Organizers (474 units) will deplete available store inventory (450 units remaining). Recommend reducing discount depth by 5-10% or reallocating store stock to prevent fulfillment failure."
